1.0,1.0,0.9979591965675354,0.9979591965675354,0.9979591965675354,0.9979591965675354
2.0,0.9948979616165161,0.9959183931350708,0.9959183931350708,0.9948979616165161,0.9959183931350708
3.0,0.940816342830658,0.9469387531280518,0.9510204195976257,0.9357143044471741,0.9397959113121033
4.0,1.0,1.0,1.0,1.0,1.0
5.0,1.0,1.0,1.0,1.0,1.0
6.0,1.0,1.0,1.0,1.0,1.0
7.0,1.0,1.0,1.0,1.0,1.0
8.0,0.9857142567634583,0.9857142567634583,0.9867346882820129,0.9867346882820129,0.9857142567634583
9.0,0.9581632614135742,0.9775510430335999,0.9102040529251099,0.9734693765640259,0.9602040648460388
10.0,0.9857142567634583,0.9846938848495483,0.9836734533309937,0.9826530814170837,0.9877551198005676
11.0,0.9642857313156128,0.9785714149475098,0.9673469662666321,0.9336734414100647,0.9642857313156128
12.0,0.9857142567634583,0.9857142567634583,0.9877551198005676,0.9857142567634583,0.9857142567634583
13.0,0.9877551198005676,0.9877551198005676,0.9877551198005676,0.9877551198005676,0.9877551198005676
14.0,1.0,1.0,1.0,1.0,1.0
15.0,0.9397959113121033,0.9438775777816772,0.9581632614135742,0.9387755393981934,0.9428571462631226
16.0,0.9642857313156128,0.9653061032295227,0.9622448682785034,0.9581632614135742,0.9785714149475098
17.0,0.981632649898529,0.981632649898529,0.9826530814170837,0.9795918464660645,0.9806122183799744
18.0,0.9316326379776001,0.9193877577781677,0.922448992729187,0.9316326379776001,0.9316326379776001
19.0,0.968367338180542,0.9887754917144775,0.9755101799964905,0.9836734533309937,0.9795918464660645
20.0,0.9846938848495483,0.9897959232330322,0.981632649898529,0.9857142567634583,0.9877551198005676
21.0,0.9428571462631226,0.9571428298950195,0.9622448682785034,0.9316326379776001,0.954081654548645
